deaths_civilians,latitude,longitude,year,country
5,31.0,64.0,2014,Afghanistan
5,6.6666669999999995,-9.333333,1994,Liberia
5,34.39018,40.985326,2005,Iraq
5,36.379134,42.448065,2005,Iraq
5,36.335,43.118889,2005,Iraq
5,33.305842999999996,68.446963,2012,Afghanistan
5,34.348201,45.390648999999996,2005,Iraq
5,6.812111,101.512472,2011,Thailand
5,7.1666669999999995,-11.0,1995,Liberia
5,6.91667,-11.28333,1995,Liberia
5,31.473434,64.26395699999999,2012,Afghanistan
5,36.379134,42.448065,2005,Iraq
5,32.4676,65.3325,2012,Afghanistan
5,0.69782,29.518629999999998,2015,DR Congo (Zaire)
5,0.55303,29.4733,2015,DR Congo (Zaire)
5,0.7651220000000001,29.569722,2015,DR Congo (Zaire)
5,33.147774,35.341157,2006,Lebanon
5,31.516666999999998,34.45,2009,Israel
5,31.516666999999998,34.45,2009,Israel
5,33.636635999999996,42.827683,2005,Iraq
5,32.4747,62.2018,2014,Afghanistan
5,33.518629,35.366316999999995,1993,Lebanon
5,31.425074,34.373398,2009,Israel
5,31.354809999999997,34.2746,2004,Israel
5,6.203358000000001,101.72005300000001,2008,Thailand
5,31.516666999999998,34.45,2003,Israel
5,6.82056,-8.5475,1990,Liberia
5,31.5,34.75,2003,Israel
5,6.747222,101.375,2008,Thailand
5,31.516666999999998,34.45,2009,Israel
5,36.335,43.118889,2005,Iraq
5,33.9773,68.8671,2012,Afghanistan
5,33.370197,68.455788,2015,Afghanistan
5,31.975153000000002,65.964575,2012,Afghanistan
5,6.6666669999999995,-10.833333,1995,Liberia
5,9.25,80.5499,2009,Sri Lanka
5,35.8635,67.351702,2000,Afghanistan
5,34.519721999999994,69.34777700000001,2012,Afghanistan
5,35.987508,69.022563,2012,Afghanistan
5,7.533333,81.35,1992,Sri Lanka
5,9.3961,80.3982,2008,Sri Lanka
5,32.710238000000004,62.721491,2012,Afghanistan
5,9.3961,80.3982,2006,Sri Lanka
5,29.08333,81.33333,1999,Nepal
5,35.432777,69.6825,1999,Afghanistan
5,33.0917,66.4463,2011,Afghanistan
5,31.0,65.75,2011,Afghanistan
5,7.4166669999999995,81.81666700000001,1990,Sri Lanka
5,35.010414000000004,71.066266,2012,Afghanistan
5,35.995973,68.129049,2000,Afghanistan
5,35.126847,65.10098,2012,Afghanistan
5,6.426389,101.823084,2011,Thailand
5,36.3459,65.8909,2012,Afghanistan
5,33.840683,68.613091,2012,Afghanistan
5,9.25,80.5499,2009,Sri Lanka
5,6.665195,101.6075,2010,Thailand
5,35.956633000000004,64.295198,2012,Afghanistan
5,32.117084999999996,64.914063,2012,Afghanistan
5,8.904,30.026320000000002,2014,South Sudan
5,7.1588899999999995,-8.97,2003,Liberia
5,31.005679999999998,66.4002,2005,Afghanistan
5,31.640454,65.397591,2005,Afghanistan
5,34.985958000000004,63.12974200000001,2004,Afghanistan
5,31.129089,66.270169,2012,Afghanistan
5,34.4659,68.6788,2012,Afghanistan
5,4.529769,31.02,2015,South Sudan
5,9.3575,80.7241,2009,Sri Lanka
5,31.546397,34.495142,2009,Israel
5,8.9403,80.98100000000001,1995,Sri Lanka
5,34.891785,69.636688,2013,Afghanistan
5,25.846837,92.801086,2000,India
5,43.666944,18.976389,1992,Bosnia-Herzegovina
5,25.937269,92.77278100000001,2000,India
5,5.9166669999999995,-8.083333,1991,Liberia
5,27.5,95.0,2001,India
5,33.340582,44.400876000000004,2007,Iraq
5,7.533333,81.68333299999999,1996,Sri Lanka
5,-22.90278,-43.2075,2006,Brazil
5,8.8786,80.498,2006,Sri Lanka
5,8.970945,81.027556,1997,Sri Lanka
5,8.583333,81.083333,1991,Sri Lanka
5,36.335,43.118889,2007,Iraq
5,36.335,43.118889,2007,Iraq
5,30.151059999999998,63.879346,2013,Afghanistan
5,30.5394,63.4796,2013,Afghanistan
5,36.320901,41.876562,2007,Iraq
5,44.721667,18.821667,1993,Bosnia-Herzegovina
5,23.225993,73.22734,2002,India
5,31.285766,64.185452,2013,Afghanistan
5,-9.29616,-75.99831,1992,Peru
5,33.808094,44.533435,2007,Iraq
5,33.340582,44.400876000000004,2009,Iraq
5,35.781555,64.75443299999999,2013,Afghanistan
5,5.15,-7.383333,1996,Ivory Coast
5,35.91867,66.188515,2013,Afghanistan
5,36.335,43.118889,2009,Iraq
5,-12.043333,-77.02833299999999,1992,Peru
5,31.829363,64.608526,2013,Afghanistan
5,32.5216,67.4156,2013,Afghanistan
5,26.0,93.0,2001,India
5,33.27,35.19,2006,Lebanon
5,33.55,35.383333,2006,Lebanon
5,33.383333,35.35,2006,Lebanon
5,35.7526,71.1968,2014,Afghanistan
5,6.53,-10.351666999999999,1990,Liberia
5,8.5711,81.2335,2006,Sri Lanka
5,9.379645,80.614532,2009,Sri Lanka
5,32.931203000000004,12.081992,2014,Libya
5,34.061847,36.453388000000004,2006,Lebanon
5,9.336,80.7482,2009,Sri Lanka
5,33.083333,35.416667,2006,Lebanon
5,33.083333,35.416667,2006,Lebanon
5,7.951569,81.24523,1996,Sri Lanka
5,33.420559999999995,43.307779,2006,Iraq
5,9.304,80.7878,2009,Sri Lanka
5,33.363889,35.4875,2006,Lebanon
5,33.340582,44.400876000000004,2006,Iraq
5,36.335,43.118889,2006,Iraq
5,36.335,43.118889,2006,Iraq
5,33.262463000000004,35.238896000000004,2006,Lebanon
5,33.702959,44.659651000000004,2006,Iraq
5,9.3468,80.5434,2009,Sri Lanka
5,31.535297999999997,34.535787,2008,Israel
5,31.516666999999998,34.45,2012,Israel
5,32.0,35.25,1989,Israel
5,32.45,34.916667,1994,Israel
5,31.783333000000002,35.216667,1997,Israel
5,8.28694,-10.084439999999999,2001,Liberia
5,6.310556,-10.804722,2003,Liberia
5,31.992886,44.925521,2007,Iraq
5,32.066666999999995,34.783333,2005,Israel
5,33.340582,44.400876000000004,2007,Iraq
5,31.933333,34.866667,2005,Israel
5,31.933333,34.866667,2005,Israel
5,34.9698,70.0912,2011,Afghanistan
5,43.85,18.383333,1992,Bosnia-Herzegovina
5,36.223206,68.800545,2011,Afghanistan
5,33.589794,69.232445,2009,Afghanistan
5,21.301664000000002,98.427942,2000,Myanmar (Burma)
5,33.589794,69.232445,2010,Afghanistan
5,29.25,81.83333,1998,Nepal
5,13.287451999999998,24.647945,2015,Sudan
5,27.25,86.0,2002,Nepal
5,9.5,30.0,2011,Sudan
5,28.75,80.91667,2003,Nepal
5,31.318392,65.95899200000001,2010,Afghanistan
5,21.304659,98.429888,2000,Myanmar (Burma)
5,21.304659,98.429888,2000,Myanmar (Burma)
5,36.75,68.75,2009,Afghanistan
5,21.304659,98.429888,2003,Myanmar (Burma)
5,34.0,45.0,2008,Iraq
5,34.531094,69.162796,2009,Afghanistan
5,31.640454,65.397591,2010,Afghanistan
5,27.5,95.0,2008,India
5,6.906542,81.557908,1995,Sri Lanka
5,31.0,62.5,2008,Afghanistan
5,34.854229,69.647499,2010,Afghanistan
5,8.45,81.266667,2006,Sri Lanka
5,34.500498,62.177952000000005,2010,Afghanistan
5,31.820040000000002,64.570518,2008,Afghanistan
5,9.3106,80.6946,2009,Sri Lanka
5,25.0,94.0,2007,India
5,6.6666669999999995,81.333333,2008,Sri Lanka
5,1.35,29.05,2015,DR Congo (Zaire)
5,33.4263,62.5155,2010,Afghanistan
5,31.521994,64.118492,2010,Afghanistan
5,31.611515999999998,65.52214599999999,2010,Afghanistan
5,32.771851,62.753066000000004,2010,Afghanistan
5,44.542778000000006,18.669444,1994,Bosnia-Herzegovina
5,35.956633000000004,64.295198,2009,Afghanistan
5,32.594463,62.727748999999996,2009,Afghanistan
5,34.349990999999996,62.200001,2009,Afghanistan
5,54.583330000000004,-5.933330000000001,1992,United Kingdom
5,34.960328999999994,70.703067,2015,Afghanistan
5,32.247985,62.947892,2010,Afghanistan
5,35.6322,63.337425,2010,Afghanistan
5,11.5221,13.685579999999998,2014,Nigeria
5,32.6839,65.9222,2009,Afghanistan
5,32.54335,65.891293,2009,Afghanistan
5,21.3,92.85,1995,Myanmar (Burma)
5,34.319794,70.41879300000001,2009,Afghanistan
5,2.8033799999999998,43.0783,2013,Somalia
5,33.335091,69.91841099999999,2009,Afghanistan
5,31.564428000000003,64.55774,2008,Afghanistan
5,39.650729,46.399132,1992,Azerbaijan
5,0.665717,29.879133000000003,2013,DR Congo (Zaire)
5,21.088739,92.539136,1992,Myanmar (Burma)
5,33.372715,69.406475,2009,Afghanistan
5,32.642115000000004,63.596959,2009,Afghanistan
5,13.061926,24.251828,2015,Sudan
5,31.132315000000002,64.193403,2009,Afghanistan
5,30.852921999999996,64.131675,2009,Afghanistan
5,8.656305,125.60983600000002,2013,Philippines
5,12.89457,24.58878,2015,Sudan
5,33.995289,69.02274,2015,Afghanistan
5,33.1889,68.6105,2009,Afghanistan
5,16.770456,-3.005588,2013,Mali
5,34.564444,69.21722199999999,2015,Afghanistan
5,27.926944,9.114722,2013,Algeria
5,7.752269999999999,30.271109999999997,2015,South Sudan
5,2.066667,45.366667,2013,Somalia
5,7.033333,80.016667,2013,Sri Lanka
5,31.072875,65.158015,2008,Afghanistan
5,44.542778000000006,18.669444,1992,Bosnia-Herzegovina
5,44.226667,17.670556,1994,Bosnia-Herzegovina
5,33.929384999999996,68.659797,2011,Afghanistan
5,32.120374,64.994325,2010,Afghanistan
5,34.428844,70.45575,2011,Afghanistan
5,9.347791,80.737488,2009,Sri Lanka
5,34.428844,70.45575,1989,Afghanistan
5,7.0833,81.75,1991,Sri Lanka
5,34.428844,70.45575,1989,Afghanistan
5,34.0,69.25,2009,Afghanistan
5,34.531094,69.162796,1989,Afghanistan
5,33.063712,68.344562,2008,Afghanistan
5,43.85,18.383333,1993,Bosnia-Herzegovina
5,31.655,64.3303,2010,Afghanistan
5,7.2165,81.8538,1990,Sri Lanka
5,28.83333,82.25,2000,Nepal
5,29.16667,83.08333,2002,Nepal
5,36.324882,68.6234,2010,Afghanistan
5,28.41667,82.75,2002,Nepal
5,26.91667,87.91667,2003,Nepal
5,4.4166669999999995,-7.35,1995,Ivory Coast
5,7.9306,80.3359,1989,Sri Lanka
5,35.016405999999996,69.344504,2011,Afghanistan
5,36.606315,69.111852,2011,Afghanistan
5,34.428844,70.45575,1991,Afghanistan
5,32.120374,64.994325,2011,Afghanistan
5,27.66667,82.91667,2005,Nepal
5,43.85,18.383333,1992,Bosnia-Herzegovina
5,31.829363,64.608526,2011,Afghanistan
5,34.531094,69.162796,1997,Afghanistan
5,35.641366,64.279081,2011,Afghanistan
5,36.835,68.6712,2011,Afghanistan
5,6.25,81.166667,1989,Sri Lanka
5,15.0,19.0,2015,Chad
5,28.83333,82.25,1999,Nepal
5,36.233378,69.158824,2010,Afghanistan
5,33.703790999999995,62.001952,2010,Afghanistan
5,22.643168,92.191859,1992,Bangladesh
5,32.0525,63.2143,2010,Afghanistan
5,44.606389,17.859722,1993,Bosnia-Herzegovina
5,31.595592,65.507088,2008,Afghanistan
5,33.383675,70.19083499999999,2010,Afghanistan
5,32.585598,62.18760699999999,2010,Afghanistan
5,9.396144,80.63121,2009,Sri Lanka
5,33.589444,69.66538299999999,2010,Afghanistan
5,34.9038,62.4754,2010,Afghanistan
5,9.15,80.85,1993,Sri Lanka
5,43.85,18.383333,1995,Bosnia-Herzegovina
5,7.0,81.0,1989,Sri Lanka
5,33.081097,68.692993,2008,Afghanistan
5,7.7995,81.5773,1995,Sri Lanka
5,36.71111,38.9475,2012,Turkey
5,33.192284,62.16411899999999,2010,Afghanistan
5,10.28969,11.16729,2013,Nigeria
5,7.26,18.1,2013,Central African Republic
5,31.587943,65.690431,2010,Afghanistan
5,31.931196000000003,67.67765,2008,Afghanistan
5,27.66667,83.41667,2005,Nepal
5,43.85,18.383333,1995,Bosnia-Herzegovina
5,23.169520000000002,91.95316,1989,Bangladesh
5,22.633333,92.2,1989,Bangladesh
5,34.227055,70.146752,2014,Afghanistan
5,36.647633,68.860352,2008,Afghanistan
5,31.7394,64.37100000000001,2010,Afghanistan
5,7.48,15.55,2013,Central African Republic
5,7.338303,16.634182,2013,Central African Republic
5,32.584696,65.465693,2010,Afghanistan
5,22.916667,91.5,1991,Bangladesh
5,23.302459,91.897713,1992,Bangladesh
5,6.6436,32.8236,2013,South Sudan
5,34.5,62.0,2001,Afghanistan
5,0.52,29.49,2001,DR Congo (Zaire)
5,4.203743,27.194000000000003,2009,DR Congo (Zaire)
5,2.766667,32.305556,2001,Uganda
5,2.75,32.0,2003,Uganda
5,2.75,32.0,1994,Uganda
5,2.75,32.0,1994,Uganda
5,5.076014,24.342083,2010,Central African Republic
5,7.288889,-75.397778,1989,Colombia
5,-4.344167,29.593611,1998,Burundi
5,3.6166669999999996,28.566667,2009,DR Congo (Zaire)
5,12.925278,-16.738889,2002,Senegal
5,2.811916,40.92966,2016,Kenya
5,6.947210000000001,-74.73447,1989,Colombia
5,-3.4148,29.4082,2003,Burundi
5,-3.806944,29.348056,1999,Burundi
5,-3.2194439999999998,30.556944,2000,Burundi
5,2.464611,31.951963,2002,Uganda
5,4.3,32.011109999999995,2007,Sudan
5,7.45222,-75.84083000000001,2002,Colombia
5,-3.097778,29.376944,2003,Burundi
5,3.3739800000000004,-73.49371,1991,Colombia
5,2.0036099999999997,33.651109999999996,2003,Uganda
5,7.166930000000001,-73.84729,1991,Colombia
5,2.686344,32.656739,1997,Uganda
5,2.686344,32.656739,2003,Uganda
5,-3.4616260000000003,29.448776000000002,1997,Burundi
5,2.066667,45.366667,2008,Somalia
5,-3.3530559999999996,29.505278000000004,2006,Burundi
5,6.0,45.166667,2007,Ethiopia
5,7.533333,33.933333000000005,2004,Ethiopia
5,8.166667,42.333333,2007,Ethiopia
5,6.75,43.333333,2007,Ethiopia
5,-3.1166669999999996,29.4,2000,Burundi
5,-3.323611,30.470833000000002,2003,Burundi
5,3.166667,-76.2,2004,Colombia
5,4.81818,29.400909999999996,2009,Sudan
5,-3.194444,29.641666999999998,1996,Burundi
5,-3.4576,29.3642,2002,Burundi
5,4.39639,-75.445,2004,Colombia
5,-3.919167,29.993610999999998,2001,Burundi
5,4.774001999999999,27.631852000000002,2009,DR Congo (Zaire)
5,2.8335060000000003,33.339728,2005,Uganda
5,36.335,43.118889,2016,Iraq
5,-3.136111,29.365278000000004,2001,Burundi
5,-3.5055,29.4851,2003,Burundi
5,-3.5393,30.0234,2000,Burundi
5,-3.3822,29.3644,1998,Burundi
5,-3.4763889999999997,30.248611,1996,Burundi
5,9.4915,-75.36145,2004,Colombia
5,3.383611,33.047778,2005,Uganda
5,4.914722,29.476944,2009,Sudan
5,1.75732,33.22576,2003,Uganda
5,4.834986,27.468594,2010,DR Congo (Zaire)
5,0.28778899999999996,29.339553000000002,2000,DR Congo (Zaire)
5,-3.481111,29.352778000000004,1999,Burundi
5,2.640161,32.511678,2001,Uganda
5,3.083333,32.816666999999995,2002,Uganda
5,-3.3822,29.3644,2000,Burundi
5,-3.4616260000000003,29.448776000000002,1995,Burundi
5,3.5,33.0,2005,Uganda
5,-3.9984,29.5159,1999,Burundi
5,7.6666669999999995,-76.666667,1990,Colombia
5,3.5853629999999996,27.587666,2009,DR Congo (Zaire)
5,2.927299,-75.281885,1990,Colombia
5,10.963889,-74.796389,1991,Colombia
5,-3.3822,29.3644,2001,Burundi
5,6.605414,45.116375,2007,Ethiopia
5,8.866666,42.55,2007,Ethiopia
5,6.507569,34.988991999999996,2003,Ethiopia
5,2.71917,33.49306,2005,Uganda
5,15.2807,-5.5549,2008,Mali
5,-31.5,29.0,1992,South Africa
5,6.647375,-75.460305,1996,Colombia
5,7.28573,-75.72199,1996,Colombia
5,-3.3418,29.3716,2015,Burundi
5,-25.395066,26.451231,1990,South Africa
5,4.0182,44.512749,2016,Somalia
5,11.89912,13.29155,2016,Nigeria
5,2.61112,32.47558,2003,Uganda
5,9.58775,-75.01858,1997,Colombia
5,2.833333,32.366667,1996,Uganda
5,12.37066,14.217310000000001,2016,Nigeria
5,0.16667,30.0,1998,Uganda
5,3.084547,32.845960999999996,2002,Uganda
5,6.47347,-75.15464,1997,Colombia
5,7.882986,-76.62586999999999,1993,Colombia
5,1.6611369999999999,-75.10834,1997,Colombia
5,6.47282,-75.16547,1997,Colombia
5,8.09263,-76.72822,1997,Colombia
5,0.8333299999999999,30.25,1999,Uganda
5,2.766667,32.305556,1996,Uganda
5,3.5,33.0,1996,Uganda
5,2.583333,-75.45,1997,Colombia
5,12.08333,14.833329999999998,2016,Cameroon
5,10.55,34.283333,2016,Sudan
5,4.883333,38.083333,2009,Ethiopia
5,4.1666669999999995,27.083333000000003,2009,DR Congo (Zaire)
5,11.09826,12.76417,2016,Nigeria
5,2.83018,32.28781,1996,Uganda
5,2.766667,32.305556,1994,Uganda
5,17.0,-4.0,2008,Mali
5,7.77694,-11.14139,1992,Sierra Leone
5,10.46167,-74.61621,1996,Colombia
5,6.13333,-75.25,1996,Colombia
5,7.533333,33.933333000000005,2004,Ethiopia
5,3.929306,41.874525,2001,Somalia
5,7.697019999999999,28.004459999999998,2015,South Sudan
5,-4.344167,29.593611,1998,Burundi
5,4.735833,45.203610999999995,2007,Somalia
5,7.683333,33.616665999999995,2006,Sudan
5,-3.9164,30.0064,1999,Burundi
5,-2.849444,30.336111,2002,Burundi
5,14.7275,37.803055,1999,Eritrea
5,3.880099,-77.031164,1995,Colombia
5,8.61868,-73.80265,1996,Colombia
5,7.3333330000000005,-76.5,1996,Colombia
5,5.216666,26.6,2009,Central African Republic
5,3.2783330000000004,32.886666999999996,2003,Uganda
5,8.3404,17.7663,1993,Chad
5,2.75,32.0,1996,Uganda
5,0.66667,30.33333,2000,Uganda
5,33.340582,44.400876000000004,2016,Iraq
5,4.0,-72.0,1996,Colombia
5,11.5,18.5,1992,Chad
5,3.01111,32.77389,2000,Uganda
5,0.37525,30.23643,1999,Uganda
5,8.4,17.016667,1993,Chad
5,3.26514,31.615890000000004,2002,Uganda
5,6.80444,-76.2475,1996,Colombia
5,13.579522,44.020908,2016,Yemen (North Yemen)
5,7.0017190000000005,-76.267225,1996,Colombia
5,4.713611,29.135833,2009,Sudan
5,9.509167,-13.712222,2006,Guinea
5,3.880099,-77.031164,2004,Colombia
5,2.75,32.5,2004,Uganda
5,0.33770300000000003,29.748394,2010,DR Congo (Zaire)
5,7.25,-12.01667,1995,Sierra Leone
5,8.883333,-12.05,1998,Sierra Leone
5,7.876666999999999,-11.1875,1999,Sierra Leone
5,7.8939070000000005,-72.50782099999999,2002,Colombia
5,14.133332999999999,25.55,2006,Sudan
5,7.8939070000000005,-72.50782099999999,2002,Colombia
5,3.628056,31.753611,1990,Uganda
5,7.26408,-77.05233,2002,Colombia
5,14.1,22.65,2008,Sudan
5,14.2,24.666667,2005,Sudan
5,13.166667000000002,24.366667,2008,Sudan
5,10.266667,25.883333,2003,Sudan
5,13.0,25.0,2004,Sudan
5,8.9,-11.15,1999,Sierra Leone
5,7.879167,-10.787778,1991,Sierra Leone
5,13.0,23.0,2008,Sudan
5,9.0,-75.0,2004,Colombia
5,15.0,30.0,1996,Sudan
5,13.0,23.0,2008,Sudan
5,10.266667,25.883333,2003,Sudan
5,14.6,24.583333,2008,Sudan
5,13.0,23.0,2004,Sudan
5,8.195522,-11.459697,1994,Sierra Leone
5,12.216667,21.416667,2006,Chad
5,10.266667,25.883333,2003,Sudan
5,12.0,25.633333,2009,Sudan
5,14.65,24.583333,2008,Sudan
5,5.4,30.25,1993,Sudan
5,10.0066,32.697846999999996,1993,Sudan
5,7.95,-10.933333,1991,Sierra Leone
5,13.5,24.9,2005,Sudan
5,13.091147,11.840131,2016,Nigeria
5,6.550967,30.497584999999997,1989,Sudan
5,-3.4576,29.3642,2003,Burundi
5,12.921389,-15.996389,2000,Senegal
5,28.0,3.0,2000,Algeria
5,36.71611,37.115,2016,Turkey
5,0.69782,29.518629999999998,2016,DR Congo (Zaire)
5,1.2,29.7,2016,DR Congo (Zaire)
5,36.583333,3.0,1998,Algeria
5,36.470039,2.827699,1995,Algeria
5,-2.7,27.333333000000003,2009,DR Congo (Zaire)
5,-1.7513889999999999,29.614444,1993,Rwanda
5,-1.587,29.5292,1998,Rwanda
5,37.72226,40.40696,2016,Turkey
5,28.0,3.0,1993,Algeria
5,-1.702778,29.256389000000002,1998,Rwanda
5,36.412818,3.3100699999999996,1999,Algeria
5,12.530555999999999,-15.958611,1992,Senegal
5,12.500833,-15.822222,1998,Senegal
5,10.0,32.7,2002,Sudan
5,36.583333,3.0,2006,Algeria
5,12.75,-15.5,1995,Senegal
5,36.25,1.25,1995,Algeria
5,12.476944,-16.558056,1997,Senegal
5,14.872770000000001,-2.0255900000000002,2016,Mali
5,12.75,-15.5,1993,Senegal
5,11.143185,-73.41118,2002,Colombia
5,12.925278,-16.738889,2002,Senegal
5,10.8388,-74.17074000000001,2002,Colombia
5,7.882986,-76.62586999999999,2004,Colombia
5,8.44861,-13.16944,1997,Sierra Leone
5,10.0,32.7,2010,Sudan
5,10.0,32.7,2004,Sudan
5,7.876666999999999,-11.1875,1999,Sierra Leone
5,7.315278,-11.306111,1991,Sierra Leone
5,7.216667,-11.35,1991,Sierra Leone
5,16.0,26.0,2006,Sudan
5,-3.3427,29.381,2005,Burundi
5,-0.056229999999999995,-74.66266999999999,2003,Colombia
5,-3.6604,30.0119,2006,Burundi
5,8.6135,-11.074619,1998,Sierra Leone
5,-3.194722,29.295278000000003,1995,Burundi
5,8.95,-11.98333,1998,Sierra Leone
5,6.9537580000000005,-71.87523,2003,Colombia
5,-3.384132,29.365541999999998,2001,Burundi
5,-3.3822,29.3644,2000,Burundi
5,11.16874,-72.2652,2003,Colombia
5,9.16667,-12.01667,1998,Sierra Leone
5,-4.42,29.670556,1995,Burundi
5,-3.4616260000000003,29.448776000000002,2003,Burundi
5,6.542330000000001,21.98633,2016,Central African Republic
5,6.542330000000001,21.98633,2016,Central African Republic
5,4.5721300000000005,28.395490000000002,2010,Sudan
5,6.1666669999999995,-75.133333,2002,Colombia
5,-2.966,29.5542,2003,Burundi
5,4.413333000000001,32.567778000000004,2007,Sudan
5,1.676969,33.809771999999995,1990,Uganda
5,6.9537580000000005,-71.87523,2003,Colombia
5,0.166667,30.0,1998,Uganda
5,-4.344167,29.593611,1999,Burundi
5,-3.530556,29.429167,2005,Burundi
5,-3.520833,29.350833,1996,Burundi
5,3.060466,32.909461,2004,Uganda
5,-3.3822,29.3644,1997,Burundi
5,-3.2835,29.495,1993,Burundi
5,5.2646370000000005,-74.391899,2003,Colombia
5,1.4247100000000001,-78.41025,2003,Colombia
5,2.75,32.5,2002,Uganda
5,14.166667000000002,25.616667,2006,Sudan
5,5.75,-75.0,2003,Colombia
5,8.468611,-13.193056,1999,Sierra Leone
5,13.5,24.9,2005,Sudan
5,8.43333,-11.0,1994,Sierra Leone
5,12.483333,24.8,2004,Sudan
5,7.97917,-75.4202,2002,Colombia
5,12.766667,20.466667,2007,Chad
5,7.300325,28.466092,2000,Sudan
5,8.609169999999999,38.23534,2015,Ethiopia
5,12.533333,22.183332999999998,2006,Chad
5,8.753022,-11.043408,1998,Sierra Leone
5,7.0,31.4,2002,Sudan
5,8.6135,-11.074619,1998,Sierra Leone
5,4.8766099999999994,-74.43768,2002,Colombia
5,6.550967,30.497584999999997,1992,Sudan
5,13.5,24.9,2008,Sudan
5,3.9963900000000003,-76.97444,2002,Colombia
5,4.85,31.616667,1990,Sudan
5,7.2475,-11.36,1997,Sierra Leone
5,14.1,22.65,2008,Sudan
5,10.266667,25.883333,2003,Sudan
5,8.468611,-13.193056,1997,Sierra Leone
5,8.0,-12.5,1998,Sierra Leone
5,6.04343,-74.99365999999999,2002,Colombia
5,6.460995,-71.73004300000001,2002,Colombia
5,5.31,30.175,1996,Sudan
5,16.0,26.0,2006,Sudan
5,6.49165,-71.55881,2003,Colombia
5,6.6666669999999995,-71.0,2003,Colombia
5,12.0,25.633333,2009,Sudan
5,7.273333,28.683889,2000,Sudan
5,7.727103,-10.960783000000001,1997,Sierra Leone
5,10.55,34.283333,2016,Sudan
5,10.58221,13.793510000000001,2016,Cameroon
5,13.013919,24.144741,2016,Sudan
5,2.066667,45.366667,2010,Somalia
5,2.066667,45.366667,2003,Somalia
5,2.066667,45.366667,2007,Somalia
5,33.0,44.0,2016,Iraq
5,2.066667,45.366667,2010,Somalia
5,19.60426,81.08119,2016,India
5,36.335,43.118889,2016,Iraq
5,-33.011051,27.910049,1993,South Africa
5,0.8073899999999999,-77.57216,2004,Colombia
5,12.1101,13.989460000000001,2016,Nigeria
5,2.066667,45.366667,2009,Somalia
5,2.364426,-76.22408399999999,2001,Colombia
5,2.066667,45.366667,2009,Somalia
5,-29.751053000000002,30.962035999999998,1993,South Africa
5,-25.750132999999998,29.439929,1990,South Africa
5,7.1666669999999995,-73.75,2001,Colombia
5,2.066667,45.366667,2009,Somalia
5,2.066667,45.366667,2010,Somalia
5,2.066667,45.366667,2008,Somalia
5,2.066667,45.366667,2007,Somalia
5,-5.25,39.766667,2001,Tanzania
5,-6.1666669999999995,39.183333000000005,2001,Tanzania
5,9.000916,-72.91085799999999,2001,Colombia
5,10.651660000000001,-74.16722,2001,Colombia
5,2.08233,45.2102,2007,Somalia
5,2.066667,45.366667,2010,Somalia
5,8.065430000000001,-72.65986,2001,Colombia
5,2.066667,45.366667,2010,Somalia
5,2.066667,45.366667,1996,Somalia
5,2.622059,-72.757242,2002,Colombia
5,1.614382,-75.606229,2002,Colombia
5,32.5669,43.4882,2016,Iraq
5,4.142002,-73.626645,2001,Colombia
5,1.41667,-77.66667,2001,Colombia
5,7.04727,-76.84177,2001,Colombia
5,-21.0,31.0,2008,Zimbabwe (Rhodesia)
5,5.45,-75.75,2001,Colombia
5,9.827668,-75.121701,2001,Colombia
5,2.066667,45.366667,2010,Somalia
5,32.389617,68.945449,2016,Afghanistan
5,2.15,45.116667,2016,Somalia
5,10.93287,-74.25310999999999,2001,Colombia
5,2.066667,45.366667,2006,Somalia
5,2.066667,45.366667,2010,Somalia
5,5.749874,46.510571,2010,Somalia
5,2.066667,45.366667,2008,Somalia
5,2.066667,45.366667,2007,Somalia
5,2.066667,45.366667,2008,Somalia
5,6.377447,-75.140649,2001,Colombia
5,-33.011051,27.910049,1993,South Africa
5,2.066667,45.366667,2007,Somalia
5,33.666667,35.833333,2016,Lebanon
5,2.066667,45.366667,2007,Somalia
5,2.066667,45.366667,2008,Somalia
5,2.066667,45.366667,2009,Somalia
5,2.066667,45.366667,1996,Somalia
5,2.066667,45.366667,2009,Somalia
5,2.066667,45.366667,2008,Somalia
5,1.71305,44.76388,2008,Somalia
5,10.75035,-74.15762,2001,Colombia
5,10.85173,-74.1361,2001,Colombia
5,2.066667,45.366667,2010,Somalia
5,12.8473,24.11352,2016,Sudan
5,13.356770000000001,45.697084999999994,2016,Yemen (North Yemen)
5,6.366667,-75.083333,2001,Colombia
5,-2.6333330000000004,28.666666999999997,1996,DR Congo (Zaire)
5,6.131944,1.2227780000000001,1993,Togo
5,-3.4066669999999997,29.145833000000003,1996,DR Congo (Zaire)
5,-13.0,14.0,2000,Angola
5,-9.65,20.4,1989,Angola
5,-12.5,17.25,1989,Angola
5,-2.6333330000000004,26.1,2001,DR Congo (Zaire)
5,-12.606944,13.472222,2001,Angola
5,-12.5,17.25,1999,Angola
5,-4.6666669999999995,12.833333,1997,Angola
5,-12.776111,15.739167000000002,2001,Angola
5,-1.3,27.85,2003,DR Congo (Zaire)
5,-9.166667,13.833332999999998,2002,Angola
5,-15.333332999999998,15.0,2001,Angola
5,-12.5,17.25,2001,Angola
5,-7.616667,15.05,2001,Angola
5,-1.6833330000000002,29.233333000000002,1998,DR Congo (Zaire)
5,-12.5,15.666667000000002,1989,Angola
5,11.9487,29.502,2016,Sudan
